id,date,type,caption_sample,duration,file_size,file_name,file_path,download,clone
74,2022-07-13 00:38:41,video,,165,23662806,AgADxAoAAmAicVI,,0,0
73,2022-07-13 00:35:04,video,,59,8904107,AgADwwoAAmAicVI,,0,0
72,2022-07-13 00:33:46,video,,45,6618016,AgADwgoAAmAicVI,,0,0
71,2022-07-13 00:32:49,video,,34,5654374,AgADwQoAAmAicVI,,0,0
70,2022-07-13 00:31:50,video,,58,8614618,AgADwAoAAmAicVI,,0,0
69,2022-07-13 00:31:10,video,,45,6701552,AgADEA0AAk-yOFI,,0,0
68,2022-07-12 23:27:11,video,,46,6614577,AgADsgUAAqydeVY,,0,0
67,2022-07-12 18:04:35,video,,43,6540381,AgADOgcAAqydcVY,,0,0
66,2022-07-12 18:03:42,video,,47,7091815,AgADOQcAAqydcVY,,0,0
65,2022-07-12 18:03:32,video,,58,8672332,AgADQQcAAki8aFY,,0,0
64,2022-07-12 18:03:03,video,,86,13257034,AgADPwcAAki8aFY,,0,0
63,2022-07-12 18:02:53,video,,76,12578968,AgADPgcAAki8aFY,,0,0
62,2022-07-12 17:41:35,video,,5,3431283,AgADOAcAAqydcVY,,0,0
61,2022-07-12 17:41:30,video,,103,85959907,AgADNwcAAqydcVY,,0,0
60,2022-07-12 17:40:50,video,,50,52631092,AgADNgcAAqydcVY,,0,0
59,2022-07-12 17:40:13,video,,44,45241589,AgADNQcAAqydcVY,,0,0
58,2022-07-12 17:39:41,video,,2,2747202,AgADNAcAAqydcVY,,0,0
57,2022-07-12 17:39:38,video,,58,63174833,AgADMwcAAqydcVY,,0,0
56,2022-07-12 17:38:54,video,,43,43047509,AgADMgcAAqydcVY,,0,0
55,2022-07-12 17:38:24,video,,32,26325125,AgADMQcAAqydcVY,,0,0
54,2022-07-12 17:37:53,video,,58,60195028,AgADMAcAAqydcVY,,0,0
53,2022-07-12 17:37:16,video,,57,56086108,AgADLwcAAqydcVY,,0,0
52,2022-07-12 17:36:55,video,,62,61036867,AgADLgcAAqydcVY,,0,0
51,2022-07-12 17:36:36,video,,68,71913150,AgADLQcAAqydcVY,,0,0
50,2022-07-12 17:35:56,video,,71,64129950,AgADKwcAAqydcVY,,0,0
49,2022-07-12 17:35:33,video,,35,36128465,AgADKgcAAqydcVY,,0,0
48,2022-07-12 17:35:19,video,,19,17834292,AgADKQcAAqydcVY,,0,0
47,2022-07-12 17:35:05,video,,47,48504378,AgADKAcAAqydcVY,,0,0
46,2022-07-12 17:34:42,video,,20,20482199,AgADJwcAAqydcVY,,0,0
45,2022-07-12 17:34:26,video,,86,90816060,AgADJgcAAqydcVY,,0,0
44,2022-07-12 17:33:23,video,,87,93942744,AgADJAcAAqydcVY,,0,0
43,2022-07-12 17:32:19,video,,48,49170243,AgADIgcAAqydcVY,,0,0
42,2022-07-12 17:31:44,video,,89,93634767,AgADIQcAAqydcVY,,0,0
41,2022-07-12 17:30:45,video,,67,63701483,AgADIAcAAqydcVY,,0,0
40,2022-07-12 17:30:20,video,,47,48356268,AgADHwcAAqydcVY,,0,0
39,2022-07-12 17:29:53,video,,51,56935256,AgADHgcAAqydcVY,,0,0
38,2022-07-12 17:29:13,video,,47,49477397,AgADHQcAAqydcVY,,0,0
37,2022-07-12 17:28:52,video,,57,56272642,AgADHAcAAqydcVY,,0,0
36,2022-07-12 17:28:31,video,,96,91527315,AgADGwcAAqydcVY,,0,0
35,2022-07-12 17:27:52,video,,88,89674976,AgADGgcAAqydcVY,,0,0
34,2022-07-12 17:27:23,video,,72,66052143,AgADGQcAAqydcVY,,0,0
33,2022-07-12 17:26:58,video,,95,121233841,AgADGAcAAqydcVY,,0,0
32,2022-07-12 17:26:12,video,,68,84750143,AgADFwcAAqydcVY,,0,0
31,2022-07-12 17:25:39,video,,53,90094659,AgADFQcAAqydcVY,,0,0
30,2022-07-12 17:25:04,video,,31,45017242,AgADFAcAAqydcVY,,0,0
29,2022-07-12 17:24:31,video,,39,54718973,AgADEwcAAqydcVY,,0,0
28,2022-07-12 17:24:10,video,,26,34220962,AgADEgcAAqydcVY,,0,0
27,2022-07-12 17:23:45,video,,91,116890847,AgADEQcAAqydcVY,,0,0
26,2022-07-12 17:22:42,video,,32,57843606,AgADDgcAAqydcVY,,0,0
25,2022-07-12 17:22:20,video,,10,6952239,AgADDAcAAqydcVY,,0,0
24,2022-07-12 17:22:12,video,,50,47921668,AgADCwcAAqydcVY,,0,0
23,2022-07-12 17:21:49,video,,49,45770184,AgADCgcAAqydcVY,,0,0
22,2022-07-12 17:21:25,video,,33,27100652,AgADCQcAAqydcVY,,0,0
21,2022-07-12 17:21:06,video,,8,9034079,AgADBwcAAqydcVY,,0,0
20,2022-07-12 17:21:00,video,,45,55268691,AgADBgcAAqydcVY,,0,0
19,2022-07-12 17:20:29,video,,22,16015517,AgADBAcAAqydcVY,,0,0
18,2022-07-12 17:20:16,video,,16,12140769,AgADAwcAAqydcVY,,0,0
17,2022-07-12 17:20:06,video,,14,13056784,AgADAgcAAqydcVY,,0,0
16,2022-07-12 17:19:53,video,,40,28123813,AgADAQcAAqydcVY,,0,0
15,2022-07-12 17:19:31,video,,36,22140078,AgAEBwACrJ1xVg,,0,0
14,2022-07-12 17:19:16,video,,27,22329909,AgAD_gYAAqydcVY,,0,0
13,2022-07-12 17:18:54,video,,20,44753615,AgAD_QYAAqydcVY,,0,0
12,2022-07-12 17:18:35,video,,80,55059450,AgAD_AYAAqydcVY,,0,0
11,2022-07-12 17:18:04,video,,51,41163934,AgAD-wYAAqydcVY,,0,0
10,2022-07-12 17:17:48,video,,33,38988500,AgAD-gYAAqydcVY,,0,0
9,2022-07-12 17:17:24,video,,13,14852499,AgAD-AYAAqydcVY,,0,0
8,2022-07-12 17:17:10,video,,42,64083562,AgAD9wYAAqydcVY,,0,0
7,2022-07-12 17:16:42,video,,60,68077318,AgAD9gYAAqydcVY,,0,0
6,2022-07-12 17:15:54,video,,37,41145090,AgAD9QYAAqydcVY,,0,0
5,2022-07-12 17:15:32,video,,30,39059146,AgAD8wYAAqydcVY,,0,0
4,2022-07-12 17:15:09,video,,17,15199489,AgAD8gYAAqydcVY,,0,0
3,2022-07-12 16:57:17,video,😀,36,10913412,AgAD5QYAAqydcVY,,0,0
2,2022-07-12 16:45:33,video,hello,7,498438,AgAD5AYAAqydcVY,protect_content/Cache/1001559545517-BIGO LIVE/2-AgAD5AYAAqydcVY,1,0
